epic,course,course_sequence,module,worksheet_title,assessment_type,status,grade,question_count,learnosity_reference,thinkster_worksheet_id,thinkster_worksheet_number,selected_concept_id,selected_topic_id,activity_id,created_at
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Stretches & compressions - Worksheet 2,Practice,Published,,5,AQTFNAL208,TAQAL208TFN_1,AQTFNAL208,T.AL2.TFN.3,,4bcf7a89-8c24-4e15-893d-5fa3e124b162,2026-06-18T08:34:06.445Z
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Stretches & compressions - Worksheet 3,Practice,Published,,5,AQTFNAL209,TAQAL209TFN_1,AQTFNAL209,T.AL2.TFN.3,,31272dab-e4bd-4679-b890-b2d96d1aec77,2026-06-18T08:34:06.451Z
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Combining transformations - Worksheet 1,Practice,Published,,5,AQTFNAL210,TAQAL210TFN_1,AQTFNAL210,T.AL2.TFN.4,,adbc056a-64f0-4a0a-9cc2-31aed9c3aa98,2026-06-18T08:34:06.456Z
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Combining transformations - Worksheet 2,Practice,Published,,5,AQTFNAL211,TAQAL211TFN_1,AQTFNAL211,T.AL2.TFN.4,,fb9fbb5c-dcf1-4e3b-91da-311743e10fd5,2026-06-18T08:34:06.462Z
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Combining transformations - Worksheet 3,Practice,Published,,5,AQTFNAL212,TAQAL212TFN_1,AQTFNAL212,T.AL2.TFN.4,,d17f9c80-f18f-46e8-a1b0-b756096bcf74,2026-06-18T08:34:06.468Z
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Parent functions - Worksheet 1,Practice,Published,,5,AQTFNAL213,TAQAL213TFN_1,AQTFNAL213,T.AL2.TFN.5,,5dff7ce6-7c91-4223-8405-e832bdf4f520,2026-06-18T08:34:06.474Z
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Parent functions - Worksheet 2,Practice,Published,,5,AQTFNAL214,TAQAL214TFN_1,AQTFNAL214,T.AL2.TFN.5,,43efc82b-f5e4-447e-9da6-390a8271ff29,2026-06-18T08:34:06.480Z
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Parent functions - Worksheet 3,Practice,Published,,5,AQTFNAL215,TAQAL215TFN_1,AQTFNAL215,T.AL2.TFN.5,,ec1204a1-04b1-4beb-a7d0-55538a16b96d,2026-06-18T08:34:06.486Z
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Even & Odd functions - Worksheet 1,Practice,Published,,5,AQTFNAL216,TAQAL216TFN_1,AQTFNAL216,T.AL2.TFN.6,,02676a51-c968-45dd-bd7f-f29d80b710fc,2026-06-18T08:34:06.492Z
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Even & Odd functions - Worksheet 2,Practice,Published,,5,AQTFNAL217,TAQAL217TFN_1,AQTFNAL217,T.AL2.TFN.6,,6e1d160f-3f9d-4677-a36d-a30c807eaa03,2026-06-18T08:34:06.500Z
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Even & Odd functions - Worksheet 3,Practice,Published,,5,AQTFNAL218,TAQAL218TFN_1,AQTFNAL218,T.AL2.TFN.6,,17759fc5-b743-4606-80b8-8302802094c2,2026-06-18T08:34:06.506Z
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Vertical & horizontal shifts - Review Worksheet 1,Review,Published,,8,AQTFNRAL201,TAQAL201TFNR_1,AQTFNRAL201,T.AL2.TFN.1,T.AL2.TFN,cc7cab68-d5ee-4108-9e75-5e51d6ee556f,2026-07-01T17:05:02.320430+00:00
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Vertical & horizontal shifts - Review Worksheet 2,Review,Published,,8,AQTFNRAL202,TAQAL202TFNR_1,AQTFNRAL202,T.AL2.TFN.1,T.AL2.TFN,6015b83d-e281-4d81-9563-946e31ca7cfd,2026-07-01T17:05:03.139554+00:00
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Vertical & horizontal shifts - Review Worksheet 3,Review,Published,,8,AQTFNRAL203,TAQAL203TFNR_1,AQTFNRAL203,T.AL2.TFN.1,T.AL2.TFN,d079d61a-78ea-4fa3-b9e2-0b0af2430dfe,2026-07-01T17:05:04.061183+00:00
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Reflections over axes - Review Worksheet 1,Review,Published,,8,AQTFNRAL204,TAQAL204TFNR_1,AQTFNRAL204,T.AL2.TFN.2,T.AL2.TFN,7b51626f-1592-4dd3-bca1-d960b829e772,2026-07-01T17:05:04.982173+00:00
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Reflections over axes - Review Worksheet 2,Review,Published,,8,AQTFNRAL205,TAQAL205TFNR_1,AQTFNRAL205,T.AL2.TFN.2,T.AL2.TFN,d07608fc-5057-4ecd-9a2c-c69811d0cff7,2026-07-01T17:05:05.802743+00:00
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Reflections over axes - Review Worksheet 3,Review,Published,,8,AQTFNRAL206,TAQAL206TFNR_1,AQTFNRAL206,T.AL2.TFN.2,T.AL2.TFN,032bc500-5ad3-4d5d-90a6-6bd1ba5c1907,2026-07-01T17:05:06.723645+00:00
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Stretches & compressions - Review Worksheet 1,Review,Published,,8,AQTFNRAL207,TAQAL207TFNR_1,AQTFNRAL207,T.AL2.TFN.3,T.AL2.TFN,e8be6668-7be5-4e36-8c63-3bc755ef2490,2026-07-01T17:05:07.645256+00:00
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Stretches & compressions - Review Worksheet 2,Review,Published,,8,AQTFNRAL208,TAQAL208TFNR_1,AQTFNRAL208,T.AL2.TFN.3,T.AL2.TFN,b8f84dfa-0908-441b-8947-c3e0dbf599de,2026-07-01T17:05:08.567092+00:00
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Stretches & compressions - Review Worksheet 3,Review,Published,,8,AQTFNRAL209,TAQAL209TFNR_1,AQTFNRAL209,T.AL2.TFN.3,T.AL2.TFN,eece8bea-c3f8-49c4-8df5-a98b668528b3,2026-07-01T17:05:09.489954+00:00
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Combining transformations - Review Worksheet 1,Review,Published,,8,AQTFNRAL210,TAQAL210TFNR_1,AQTFNRAL210,T.AL2.TFN.4,T.AL2.TFN,f740922e-a386-415d-b6ee-f3e9ec1c623e,2026-07-01T17:05:10.409761+00:00
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Combining transformations - Review Worksheet 2,Review,Published,,8,AQTFNRAL211,TAQAL211TFNR_1,AQTFNRAL211,T.AL2.TFN.4,T.AL2.TFN,5d212227-1602-4f49-9b0a-dba417bed07b,2026-07-01T17:05:11.331551+00:00
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Combining transformations - Review Worksheet 3,Review,Published,,8,AQTFNRAL212,TAQAL212TFNR_1,AQTFNRAL212,T.AL2.TFN.4,T.AL2.TFN,3b6e2abc-3dbc-48b2-97cc-b0de95c50854,2026-07-01T17:05:12.150210+00:00
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Parent functions - Review Worksheet 1,Review,Published,,8,AQTFNRAL213,TAQAL213TFNR_1,AQTFNRAL213,T.AL2.TFN.5,T.AL2.TFN,1f8d0165-0542-4faa-b609-2e097d7dacc5,2026-07-01T17:05:12.895842+00:00
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Parent functions - Review Worksheet 2,Review,Published,,8,AQTFNRAL214,TAQAL214TFNR_1,AQTFNRAL214,T.AL2.TFN.5,T.AL2.TFN,e7b26d34-79d6-43a4-8cde-550698ce55ed,2026-07-01T17:05:13.789721+00:00
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Parent functions - Review Worksheet 3,Review,Published,,8,AQTFNRAL215,TAQAL215TFNR_1,AQTFNRAL215,T.AL2.TFN.5,T.AL2.TFN,082f8a56-0571-4bbf-b0fd-c537d9d7ad9f,2026-07-01T17:05:14.711248+00:00
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Even & Odd functions - Review Worksheet 1,Review,Published,,8,AQTFNRAL216,TAQAL216TFNR_1,AQTFNRAL216,T.AL2.TFN.6,T.AL2.TFN,49c91faf-8f47-4973-9da3-8098caa19075,2026-07-01T17:05:15.457674+00:00
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Even & Odd functions - Review Worksheet 2,Review,Published,,8,AQTFNRAL217,TAQAL217TFNR_1,AQTFNRAL217,T.AL2.TFN.6,T.AL2.TFN,9184b36d-6a8c-4bc2-a873-0e10436d12de,2026-07-01T17:05:16.116900+00:00
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Even & Odd functions - Review Worksheet 3,Review,Published,,8,AQTFNRAL218,TAQAL218TFNR_1,AQTFNRAL218,T.AL2.TFN.6,T.AL2.TFN,5b2de551-63f4-45f6-875a-9982c5e71466,2026-07-01T17:05:16.862682+00:00
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Transformations of Functions - UT L1 (Set 1),Test,Published,,10,AQUTAL2TFNL101,TAQUTAL2TFNL101_1,AQUTAL2TFNL101,T.AL2.TFN.1,T.AL2.TFN,52525ae1-83e5-466a-9e8c-dba0b5d9f0cb,
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Transformations of Functions - UT L1 (Set 2),Test,Published,,10,AQUTAL2TFNL102,TAQUTAL2TFNL102_1,AQUTAL2TFNL102,T.AL2.TFN.1,T.AL2.TFN,6c6ae7cd-b9a0-4cd9-bfca-17d2b6caf3d1,
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Transformations of Functions - UT L2 (Set 1),Test,Published,,10,AQUTAL2TFNL201,TAQUTAL2TFNL201_1,AQUTAL2TFNL201,T.AL2.TFN.4,T.AL2.TFN,1b38d8d5-76d9-44d6-9fcc-5096c9d462d0,
Algebra 2,Math: Transformations of Functions,15,Vertical & horizontal shifts,Transformations of Functions - UT L2 (Set 2),Test,Published,,10,AQUTAL2TFNL202,TAQUTAL2TFNL202_1,AQUTAL2TFNL202,T.AL2.TFN.4,T.AL2.TFN,3bf7ca86-6502-4a6d-8744-642280d0e59e,
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Function definition & notation - Worksheet 1,Practice,Published,,5,AQFFNAL201,TAQAL201FFN_1,AQFFNAL201,T.AL2.FFN.1,,5b7d2c09-ce41-48cf-89ad-b938e9a01362,2026-06-18T07:19:50.347Z
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Function definition & notation - Worksheet 2,Practice,Published,,5,AQFFNAL202,TAQAL202FFN_1,AQFFNAL202,T.AL2.FFN.1,,b908667a-f861-4e42-a995-3154f65e4980,2026-06-18T07:19:50.674Z
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Function definition & notation - Worksheet 3,Practice,Published,,5,AQFFNAL203,TAQAL203FFN_1,AQFFNAL203,T.AL2.FFN.1,,d6fbd32e-e756-49af-93c1-864fc9280d1e,2026-06-18T07:19:50.922Z
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Domain and range - Worksheet 1,Practice,Published,,5,AQFFNAL204,TAQAL204FFN_1,AQFFNAL204,T.AL2.FFN.2,,72245c73-9654-4128-859d-01e8f8a29202,2026-06-18T07:19:51.201Z
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Domain and range - Worksheet 2,Practice,Published,,5,AQFFNAL205,TAQAL205FFN_1,AQFFNAL205,T.AL2.FFN.2,,89d285eb-5fb5-4d55-822f-bc09e985ff28,2026-06-18T07:19:51.454Z
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Domain and range - Worksheet 3,Practice,Published,,5,AQFFNAL206,TAQAL206FFN_1,AQFFNAL206,T.AL2.FFN.2,,e79535f0-20e5-4138-b1b5-d7b897bea440,2026-06-18T07:19:51.725Z
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Evaluating functions - Worksheet 1,Practice,Published,,5,AQFFNAL207,TAQAL207FFN_1,AQFFNAL207,T.AL2.FFN.3,,c1fa1558-7044-4507-9ad9-db791b1379f2,2026-06-18T07:19:51.969Z
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Evaluating functions - Worksheet 2,Practice,Published,,5,AQFFNAL208,TAQAL208FFN_1,AQFFNAL208,T.AL2.FFN.3,,5c2b0434-01ac-41f9-82c6-761f112bfedc,2026-06-18T07:19:52.246Z
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Evaluating functions - Worksheet 3,Practice,Published,,5,AQFFNAL209,TAQAL209FFN_1,AQFFNAL209,T.AL2.FFN.3,,2ed02626-6c79-4943-a947-7c4258909373,2026-06-18T07:19:52.489Z
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Piecewise functions - Worksheet 1,Practice,Published,,5,AQFFNAL210,TAQAL210FFN_1,AQFFNAL210,T.AL2.FFN.4,,86a2974a-cade-4088-bf9c-aa1749d5ced5,2026-06-18T07:19:52.773Z
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Piecewise functions - Worksheet 2,Practice,Published,,5,AQFFNAL211,TAQAL211FFN_1,AQFFNAL211,T.AL2.FFN.4,,5d82eddc-86da-4679-b3e8-b3886a4c15d1,2026-06-18T07:19:53.021Z
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Piecewise functions - Worksheet 3,Practice,Published,,5,AQFFNAL212,TAQAL212FFN_1,AQFFNAL212,T.AL2.FFN.4,,4fed1ee2-a8be-4826-9166-6a206d1ccdbf,2026-06-18T07:19:53.299Z
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Average rate of change - Worksheet 1,Practice,Published,,5,AQFFNAL213,TAQAL213FFN_1,AQFFNAL213,T.AL2.FFN.5,,bb3371ff-ebba-4604-8645-6161b1e7f528,2026-06-18T07:19:53.555Z
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Average rate of change - Worksheet 2,Practice,Published,,5,AQFFNAL214,TAQAL214FFN_1,AQFFNAL214,T.AL2.FFN.5,,bc05bf41-5d6c-43fe-8029-c7ae26db6a90,2026-06-18T07:19:53.824Z
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Average rate of change - Worksheet 3,Practice,Published,,5,AQFFNAL215,TAQAL215FFN_1,AQFFNAL215,T.AL2.FFN.5,,8e85edab-7398-4267-848e-1bdff686d191,2026-06-18T07:19:54.068Z
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Interpreting function graphs - Worksheet 1,Practice,Published,,5,AQFFNAL216,TAQAL216FFN_1,AQFFNAL216,T.AL2.FFN.6,,1bf36dd8-cef9-463e-8cf4-c33b31243e15,2026-06-18T07:19:54.344Z
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Interpreting function graphs - Worksheet 2,Practice,Published,,5,AQFFNAL217,TAQAL217FFN_1,AQFFNAL217,T.AL2.FFN.6,,6eef7b8c-5a41-42b7-9e67-27c9c3377cd0,2026-06-18T07:19:54.589Z
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Interpreting function graphs - Worksheet 3,Practice,Published,,5,AQFFNAL218,TAQAL218FFN_1,AQFFNAL218,T.AL2.FFN.6,,fcf33690-1fcb-4690-88a0-11a2fa1593c3,2026-06-18T07:19:54.870Z
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,"Comparing functions (algebraic, graphical, table) - Worksheet 1",Practice,Published,,5,AQFFNAL219,TAQAL219FFN_1,AQFFNAL219,T.AL2.FFN.7,,f663d716-81c1-4c4a-a40c-09185068924f,2026-06-18T07:19:55.115Z
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,"Comparing functions (algebraic, graphical, table) - Worksheet 2",Practice,Published,,5,AQFFNAL220,TAQAL220FFN_1,AQFFNAL220,T.AL2.FFN.7,,9c4d9e68-7365-4230-a7ed-0594a5304a8e,2026-06-18T07:19:55.396Z
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,"Comparing functions (algebraic, graphical, table) - Worksheet 3",Practice,Published,,5,AQFFNAL221,TAQAL221FFN_1,AQFFNAL221,T.AL2.FFN.7,,a6dc02d3-5566-4290-a94b-9e0a7c5885d3,2026-06-18T07:19:55.642Z
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Inverse functions - Worksheet 1,Practice,Published,,5,AQFFNAL222,TAQAL222FFN_1,AQFFNAL222,T.AL2.FFN.8,,8bfa02fc-1db2-4886-9458-32bb3e1d7f21,2026-06-18T07:19:55.920Z
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Inverse functions - Worksheet 2,Practice,Published,,5,AQFFNAL223,TAQAL223FFN_1,AQFFNAL223,T.AL2.FFN.8,,511b4d13-18db-4f1e-b290-b40414a8157e,2026-06-18T07:19:56.163Z
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Inverse functions - Worksheet 3,Practice,Published,,5,AQFFNAL224,TAQAL224FFN_1,AQFFNAL224,T.AL2.FFN.8,,fc1aa96e-1bbc-4cdc-b02f-271e1646dad0,2026-06-18T07:19:56.442Z
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Function Composition - Worksheet 1,Practice,Published,,5,AQFFNAL225,TAQAL225FFN_1,AQFFNAL225,T.AL2.FFN.9,,19ff93ec-371b-4bd2-b9e7-9b1d0ad7f552,2026-06-18T07:19:56.685Z
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Function Composition - Worksheet 2,Practice,Published,,5,AQFFNAL226,TAQAL226FFN_1,AQFFNAL226,T.AL2.FFN.9,,49fc31b4-a7cb-4cef-b3de-3648770e2faa,2026-06-18T07:19:56.966Z
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Function Composition - Worksheet 3,Practice,Published,,5,AQFFNAL227,TAQAL227FFN_1,AQFFNAL227,T.AL2.FFN.9,,3fa79ceb-121d-43b9-a407-3658219081cc,2026-06-18T07:19:57.209Z
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Function definition & notation - Review Worksheet 1,Review,Published,,8,AQFFNRAL201,TAQAL201FFNR_1,AQFFNRAL201,T.AL2.FFN.1,T.AL2.FFN,59f88372-2885-4d7a-9903-ab9c9ba69e8f,2026-07-01T17:05:22.636287+00:00
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Function definition & notation - Review Worksheet 2,Review,Published,,8,AQFFNRAL202,TAQAL202FFNR_1,AQFFNRAL202,T.AL2.FFN.1,T.AL2.FFN,4c35c0bb-2d03-4cb3-b0b4-25b4480888f7,2026-07-01T17:05:23.517192+00:00
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Function definition & notation - Review Worksheet 3,Review,Published,,8,AQFFNRAL203,TAQAL203FFNR_1,AQFFNRAL203,T.AL2.FFN.1,T.AL2.FFN,7e1b8124-6010-46bd-98bf-b67ebb41363b,2026-07-01T17:05:24.276741+00:00
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Domain and range - Review Worksheet 1,Review,Published,,8,AQFFNRAL204,TAQAL204FFNR_1,AQFFNRAL204,T.AL2.FFN.2,T.AL2.FFN,63aba3ac-78c3-44af-95ed-df971af14fcf,2026-07-01T17:05:25.154933+00:00
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Domain and range - Review Worksheet 2,Review,Published,,8,AQFFNRAL205,TAQAL205FFNR_1,AQFFNRAL205,T.AL2.FFN.2,T.AL2.FFN,f8244b9a-752d-4ff9-a3ea-8f3ac19962c5,2026-07-01T17:05:26.077412+00:00
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Domain and range - Review Worksheet 3,Review,Published,,8,AQFFNRAL206,TAQAL206FFNR_1,AQFFNRAL206,T.AL2.FFN.2,T.AL2.FFN,7d69ce44-ea26-4e55-bffa-663dc94d0d68,2026-07-01T17:05:26.911511+00:00
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Evaluating functions - Review Worksheet 1,Review,Published,,8,AQFFNRAL207,TAQAL207FFNR_1,AQFFNRAL207,T.AL2.FFN.3,T.AL2.FFN,4043a76d-0b16-4818-bdb3-e51da5fc315a,2026-07-01T17:05:27.628733+00:00
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Evaluating functions - Review Worksheet 2,Review,Published,,8,AQFFNRAL208,TAQAL208FFNR_1,AQFFNRAL208,T.AL2.FFN.3,T.AL2.FFN,eaf4db0c-81ef-406a-b4ef-5bf8d02b4ee1,2026-07-01T17:05:28.534741+00:00
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Evaluating functions - Review Worksheet 3,Review,Published,,8,AQFFNRAL209,TAQAL209FFNR_1,AQFFNRAL209,T.AL2.FFN.3,T.AL2.FFN,6ea21325-81ab-4aa1-aa2f-a54cd1fee14c,2026-07-01T17:05:29.458241+00:00
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Piecewise functions - Review Worksheet 1,Review,Published,,8,AQFFNRAL210,TAQAL210FFNR_1,AQFFNRAL210,T.AL2.FFN.4,T.AL2.FFN,9425fed8-7548-4ae7-a5cd-660d77779f1c,2026-07-01T17:05:30.288899+00:00
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Piecewise functions - Review Worksheet 2,Review,Published,,8,AQFFNRAL211,TAQAL211FFNR_1,AQFFNRAL211,T.AL2.FFN.4,T.AL2.FFN,c809b481-7fc7-4a2a-9510-772e48fa4089,2026-07-01T17:05:31.196754+00:00
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Piecewise functions - Review Worksheet 3,Review,Published,,8,AQFFNRAL212,TAQAL212FFNR_1,AQFFNRAL212,T.AL2.FFN.4,T.AL2.FFN,e6c501f9-1743-4f6d-ad26-b6f981961c35,2026-07-01T17:05:32.119934+00:00
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Average rate of change - Review Worksheet 1,Review,Published,,8,AQFFNRAL213,TAQAL213FFNR_1,AQFFNRAL213,T.AL2.FFN.5,T.AL2.FFN,88509a06-323b-400f-80f5-b0475146e864,2026-07-01T17:05:32.880727+00:00
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Average rate of change - Review Worksheet 2,Review,Published,,8,AQFFNRAL214,TAQAL214FFNR_1,AQFFNRAL214,T.AL2.FFN.5,T.AL2.FFN,f85e6796-d6d7-4d78-87eb-0650286c9136,2026-07-01T17:05:33.672265+00:00
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Average rate of change - Review Worksheet 3,Review,Published,,8,AQFFNRAL215,TAQAL215FFNR_1,AQFFNRAL215,T.AL2.FFN.5,T.AL2.FFN,6a2172ff-f166-4f2f-b21f-b4680d68137e,2026-07-01T17:05:34.578499+00:00
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Interpreting function graphs - Review Worksheet 1,Review,Published,,8,AQFFNRAL216,TAQAL216FFNR_1,AQFFNRAL216,T.AL2.FFN.6,T.AL2.FFN,b3a7e6e1-abb4-467d-9aa4-63752a9e4002,2026-07-01T17:05:35.498889+00:00
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Interpreting function graphs - Review Worksheet 2,Review,Published,,8,AQFFNRAL217,TAQAL217FFNR_1,AQFFNRAL217,T.AL2.FFN.6,T.AL2.FFN,764c6306-a445-447b-85a6-33ba34629f41,2026-07-01T17:05:36.419421+00:00
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Interpreting function graphs - Review Worksheet 3,Review,Published,,8,AQFFNRAL218,TAQAL218FFNR_1,AQFFNRAL218,T.AL2.FFN.6,T.AL2.FFN,f7c4d518-9ffa-4197-9af6-5fd94cc7e91a,2026-07-01T17:05:37.341382+00:00
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,"Comparing functions (algebraic, graphical, table) - Review Worksheet 1",Review,Published,,8,AQFFNRAL219,TAQAL219FFNR_1,AQFFNRAL219,T.AL2.FFN.7,T.AL2.FFN,e6e3dff3-4bc9-4175-bd9a-d0ec43dea7aa,2026-07-01T17:05:38.264486+00:00
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,"Comparing functions (algebraic, graphical, table) - Review Worksheet 2",Review,Published,,8,AQFFNRAL220,TAQAL220FFNR_1,AQFFNRAL220,T.AL2.FFN.7,T.AL2.FFN,d54876f1-33a9-45ff-bd82-c2608470e706,2026-07-01T17:05:39.023679+00:00
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,"Comparing functions (algebraic, graphical, table) - Review Worksheet 3",Review,Published,,8,AQFFNRAL221,TAQAL221FFNR_1,AQFFNRAL221,T.AL2.FFN.7,T.AL2.FFN,fd34335a-da15-45a7-8fd1-7e8dcde9cee2,2026-07-01T17:05:39.697603+00:00
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Inverse functions - Review Worksheet 1,Review,Published,,8,AQFFNRAL222,TAQAL222FFNR_1,AQFFNRAL222,T.AL2.FFN.8,T.AL2.FFN,bc2bf07e-825f-4a33-a430-71dbe1e83737,2026-07-01T17:05:40.383238+00:00
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Inverse functions - Review Worksheet 2,Review,Published,,8,AQFFNRAL223,TAQAL223FFNR_1,AQFFNRAL223,T.AL2.FFN.8,T.AL2.FFN,5ea63621-f0a7-445f-ba29-4f3818dda320,2026-07-01T17:05:41.055704+00:00
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Inverse functions - Review Worksheet 3,Review,Published,,8,AQFFNRAL224,TAQAL224FFNR_1,AQFFNRAL224,T.AL2.FFN.8,T.AL2.FFN,fd92e6e2-8164-4664-930b-ee9d06719309,2026-07-01T17:05:41.949884+00:00
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Function Composition - Review Worksheet 1,Review,Published,,8,AQFFNRAL225,TAQAL225FFNR_1,AQFFNRAL225,T.AL2.FFN.9,T.AL2.FFN,960c6c40-45b4-485b-9b89-f9383724d5b9,2026-07-01T17:05:42.643076+00:00
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Function Composition - Review Worksheet 2,Review,Published,,8,AQFFNRAL226,TAQAL226FFNR_1,AQFFNRAL226,T.AL2.FFN.9,T.AL2.FFN,88b9b4c5-6c4e-4911-abde-7d0e9534e268,2026-07-01T17:05:43.388314+00:00
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Function Composition - Review Worksheet 3,Review,Published,,8,AQFFNRAL227,TAQAL227FFNR_1,AQFFNRAL227,T.AL2.FFN.9,T.AL2.FFN,598f7133-4372-4d38-aa4f-5700efb09b48,2026-07-01T17:05:44.270749+00:00
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Functions & Function Notation - UT L1 (Set 1),Test,Published,,10,AQUTAL2FFNL101,TAQUTAL2FFNL101_1,AQUTAL2FFNL101,T.AL2.FFN.1,T.AL2.FFN,0e0b3dd4-5aa1-4a9b-beed-9d4ea542edbe,
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Functions & Function Notation - UT L1 (Set 2),Test,Published,,10,AQUTAL2FFNL102,TAQUTAL2FFNL102_1,AQUTAL2FFNL102,T.AL2.FFN.1,T.AL2.FFN,addba488-d233-4859-b073-a697eec61a99,
Algebra 2,Math: Functions & Function Notation,16,Function definition & notation,Functions & Function Notation - UT L2 (Set 1),Test,Published,,10,AQUTAL2FFNL201,TAQUTAL2FFNL201_1,AQUTAL2FFNL201,T.AL2.FFN.6,T.AL2.FFN,29ef5bcc-66bc-416b-9ac0-789a507f385a,
